tax_id,parent_id,rank,tax_name,root,rank_0,rank_1,rank_2,rank_3,rank_4,rank_5,rank_6,rank_7,rank_8
Isochrysidales,Prymnesiophyceae,rank_5,Isochrysidales,Root,nucleus,Eukaryota,Hacrobia,Haptophyta,Prymnesiophyceae,Isochrysidales,,,
Noelaerhabdaceae,Isochrysidales,rank_6,Noelaerhabdaceae,Root,nucleus,Eukaryota,Hacrobia,Haptophyta,Prymnesiophyceae,Isochrysidales,Noelaerhabdaceae,,
Emiliania,Noelaerhabdaceae,rank_7,Emiliania,Root,nucleus,Eukaryota,Hacrobia,Haptophyta,Prymnesiophyceae,Isochrysidales,Noelaerhabdaceae,Emiliania,
Emiliania_huxleyi,Emiliania,rank_8,Emiliania_huxleyi,Root,nucleus,Eukaryota,Hacrobia,Haptophyta,Prymnesiophyceae,Isochrysidales,Noelaerhabdaceae,Emiliania,Emiliania_huxleyi
Eustigmatophyceae,Ochrophyta,rank_4,Eustigmatophyceae,Root,nucleus,Eukaryota,Stramenopiles,Ochrophyta,Eustigmatophyceae,,,,
Eustigmatophyceae_X,Eustigmatophyceae,rank_5,Eustigmatophyceae_X,Root,nucleus,Eukaryota,Stramenopiles,Ochrophyta,Eustigmatophyceae,Eustigmatophyceae_X,,,
Eustigmatophyceae_XX,Eustigmatophyceae_X,rank_6,Eustigmatophyceae_XX,Root,nucleus,Eukaryota,Stramenopiles,Ochrophyta,Eustigmatophyceae,Eustigmatophyceae_X,Eustigmatophyceae_XX,,
Trachydiscus,Eustigmatophyceae_XX,rank_7,Trachydiscus,Root,nucleus,Eukaryota,Stramenopiles,Ochrophyta,Eustigmatophyceae,Eustigmatophyceae_X,Eustigmatophyceae_XX,Trachydiscus,
Trachydiscus_minutus,Trachydiscus,rank_8,Trachydiscus_minutus,Root,nucleus,Eukaryota,Stramenopiles,Ochrophyta,Eustigmatophyceae,Eustigmatophyceae_X,Eustigmatophyceae_XX,Trachydiscus,Trachydiscus_minutus
Ectocarpus,Phaeophyceae_XX,rank_7,Ectocarpus,Root,nucleus,Eukaryota,Stramenopiles,Ochrophyta,Phaeophyceae,Phaeophyceae_X,Phaeophyceae_XX,Ectocarpus,
Ectocarpus_siliculosus,Ectocarpus,rank_8,Ectocarpus_siliculosus,Root,nucleus,Eukaryota,Stramenopiles,Ochrophyta,Phaeophyceae,Phaeophyceae_X,Phaeophyceae_XX,Ectocarpus,Ectocarpus_siliculosus
